Date,SMA
2020-12-18,121.7451
2020-12-17,121.1238
2020-12-16,120.5983
2020-12-15,120.0718
2020-12-14,119.7465
2020-12-11,119.1966
2020-12-10,118.6241
2020-12-09,118.1406
2020-12-08,117.1033
2020-12-07,116.4009
2020-12-04,116.0424
2020-12-03,115.553
2020-12-02,115.0734
2020-12-01,114.8322
2020-11-30,114.628
2020-11-27,114.8693
2020-11-25,115.1672
2020-11-24,115.3274
2020-11-23,115.4876
2020-11-20,115.8119
2020-11-19,115.7806
2020-11-18,115.7959
2020-11-17,115.3401
2020-11-16,114.3556
2020-11-13,113.3789
2020-11-12,112.5416
2020-11-11,111.8145
2020-11-10,111.5861
2020-11-09,111.5608
2020-11-06,110.9077
2020-11-05,110.6995
2020-11-04,110.6508
2020-11-03,110.8975
2020-11-02,111.5352
2020-10-30,112.5932
2020-10-29,113.5898
2020-10-28,114.209
2020-10-27,114.7892
2020-10-26,115.7429
2020-10-23,116.3328
2020-10-22,116.2246
2020-10-21,116.1076
2020-10-20,115.9077
2020-10-19,115.8589
2020-10-16,115.269
2020-10-15,114.4508
2020-10-14,114.3455
2020-10-13,113.6425
2020-10-12,112.5971
2020-10-09,112.1047
2020-10-08,111.4367
2020-10-07,110.3563
2020-10-06,110.0637
2020-10-05,109.7693
2020-10-02,108.8556
2020-10-01,108.6127
2020-09-30,107.8404
2020-09-29,107.9809
2020-09-28,108.3495
2020-09-25,108.3212
2020-09-24,108.9199
2020-09-23,110.4011
2020-09-22,110.9511
2020-09-21,111.0749
2020-09-18,112.5893
2020-09-17,114.1993
2020-09-16,116.9169
2020-09-15,118.6263
2020-09-14,119.5283
2020-09-11,120.6295
2020-09-10,121.8555
2020-09-09,122.4229
2020-09-08,123.1482
2020-09-04,124.5862
2020-09-03,124.5075
2020-09-02,123.4193
2020-09-01,121.3123
2020-08-31,119.5174
2020-08-28,118.3943
2020-08-27,117.3037
2020-08-26,116.0641
2020-08-25,114.5349
2020-08-24,113.2937
2020-08-21,111.724
2020-08-20,111.1333
2020-08-19,110.5923
2020-08-18,109.9285
2020-08-17,109.3998
2020-08-14,108.6137
2020-08-13,107.4305
2020-08-12,105.4396
2020-08-11,103.7897
2020-08-10,102.0564
2020-08-07,100.1976
2020-08-06,98.0147
2020-08-05,96.7098
2020-08-04,95.4752
2020-08-03,94.5057
2020-07-31,93.3589
2020-07-30,92.785
2020-07-29,93.0161
2020-07-28,93.5262
2020-07-27,93.5722
2020-07-24,93.9182
2020-07-23,94.3413
2020-07-22,94.2697
2020-07-21,94.0252
2020-07-20,93.5074
2020-07-17,93.1261
2020-07-16,92.637
2020-07-15,92.1228
2020-07-14,91.2497
